,task,num_simulations,num_observation,algorithm,seed,C2ST,C2ST_Z,MMD,MMD_Z,MEDDIST,C2ST_1K,C2ST_1K_Z,MMD_1K,MMD_1K_Z,MEDDIST_1K,NLTP,RT,KSD,KSD_1K,num_simulations_simulator,path,folder
0,gaussian_mixture,1000,7,SNLE,2937087782,0.5547,0.6223,0.001973033,0.0019739866,0.957798,0.4945,0.606,0.000957489,0.0009239912,0.8743857,,13.85338134765625,10.509901044820092,8.124752910771955,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/18,18
1,gaussian_mixture,100000,8,SNLE,2326790899,0.5255,0.57985,0.001954198,0.0020219088,1.0299833,0.5085,0.5425,0.0011190176,0.0011390448,0.99662006,,46.496785481770836,8.539532148526481,5.518212728201373,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/23,23
2,gaussian_mixture,10000,5,SNLE,1922208352,0.67465,0.731,0.037043095,0.037840307,1.0732615,0.615,0.7335,0.028503776,0.02862966,1.0480453,,15.860763549804688,9.034032099096327,6.9724309782103635,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/13,13
3,gaussian_mixture,10000,8,SNLE,325106358,0.61015,0.6531,0.01113677,0.011693239,1.072469,0.544,0.6495,0.0062435865,0.006986141,1.0193554,,16.13199259440104,10.72606434992825,8.37236756118598,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/22,22
4,gaussian_mixture,1000,3,SNLE,19245665,0.89085,0.89195,0.44954503,0.45072347,6.8878965,0.8905,0.89,0.44773692,0.44985268,6.8842654,,14.075337727864584,14.751999054743735,12.436552420826207,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/6,6
5,gaussian_mixture,10000,6,SNLE,141209261,0.60325,0.61855,0.0047068596,0.004862547,1.0718734,0.526,0.6125,0.003899455,0.003754735,1.1226304,,16.67689208984375,11.104679142869454,10.095075212753702,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/16,16
6,gaussian_mixture,100000,5,SNLE,727572517,0.52155,0.5807,0.00081181526,0.0008555651,0.9229599,0.5175,0.5795,0.0008620024,0.00084364414,0.93339616,,39.89576416015625,8.537336603775845,7.220648268705599,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/14,14
7,gaussian_mixture,10000,2,SNLE,2184587800,0.64265,0.70635,0.017321825,0.01745677,1.0518713,0.533,0.6975,0.019952536,0.020107865,1.0657055,,15.49879862467448,8.589944364963449,7.012736992903644,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/4,4
8,gaussian_mixture,100000,7,SNLE,786535836,0.5573,0.6037,0.0062482357,0.0059388876,1.0716448,0.495,0.5985,0.0046629906,0.004519105,1.0118701,,40.766162109375,8.703050656179723,8.134137662491538,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/20,20
9,gaussian_mixture,10000,4,SNLE,2020388446,0.64475,0.7176,0.018632531,0.018984556,1.1277461,0.635,0.7045,0.019965887,0.020863056,1.069424,,14.880793253580729,7.566093237437513,4.493306570941351,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/10,10
10,gaussian_mixture,1000,9,SNLE,2496254415,0.6582,0.70415,0.01200521,0.012001634,1.1131482,0.6245,0.687,0.007819295,0.00785172,1.1337258,,13.384158325195312,9.013073000852483,7.304304020844782,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/24,24
11,gaussian_mixture,1000,5,SNLE,3142683606,0.67545,0.735,0.019668818,0.02069509,0.9736221,0.6465,0.7315,0.015823364,0.016204953,0.96832,,13.749990844726563,7.771446642873193,5.017341159437965,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/12,12
12,gaussian_mixture,1000,8,SNLE,1743504977,0.57315,0.6092,0.004071951,0.00436759,1.038986,0.5255,0.6185,0.0022969246,0.002647519,1.0162783,,14.567315673828125,10.293044561817572,7.970885008219499,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/21,21
13,gaussian_mixture,100000,1,SNLE,3824853815,0.7005,0.74315,0.06253111,0.061909378,1.054688,0.674,0.737,0.067721605,0.06614345,1.074683,,37.659521484375,9.661113397788888,7.297524515517266,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/2,2
14,gaussian_mixture,10000,9,SNLE,2081940008,0.61405,0.6539,0.0030744076,0.0030905008,1.0230453,0.5555,0.6245,0.0019973516,0.002064824,1.0196741,,15.935432942708333,9.093075839373855,7.733487492009058,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/25,25
15,gaussian_mixture,100000,2,SNLE,1576848155,0.50765,0.5797,0.0013629198,0.00128901,0.9562298,0.537,0.556,0.0025372505,0.0025194883,1.0027366,,44.00630289713542,9.4656704932252,7.307884643964115,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/5,5
16,gaussian_mixture,10000,3,SNLE,3999121517,0.542,0.5867,0.0011284351,0.001126051,0.98766506,0.5075,0.547,0.00066185,0.00066030025,1.0454717,,16.702784220377605,11.29699223172409,8.952550599547436,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/7,7
17,gaussian_mixture,1000,1,SNLE,2487102790,0.71525,0.77035,0.058122933,0.05699432,0.97942066,0.568,0.76,0.06194675,0.061077118,1.0169513,,13.001504516601562,8.90273277827707,8.046433756621433,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/0,0
18,gaussian_mixture,100000,3,SNLE,167177754,0.56545,0.5864,0.0044031143,0.00452137,1.0827136,0.4905,0.566,0.0033012629,0.0034627914,1.117757,,45.987910970052084,11.089458796670359,8.513020819164439,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/8,8
19,gaussian_mixture,100000,6,SNLE,3445849936,0.5949,0.6542,0.0021436214,0.002235055,0.9974992,0.4935,0.6375,0.0003824234,0.000341177,1.0060261,,46.535221354166666,10.023785556340561,8.395901557822427,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/17,17
20,gaussian_mixture,1000,6,SNLE,3186569523,0.7106,0.7233,0.010640144,0.010846019,1.0401379,0.6205,0.717,0.00960362,0.009427786,1.046591,,13.78678487141927,11.623691718264993,9.269849077271667,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/15,15
21,gaussian_mixture,100000,4,SNLE,2145395865,0.53375,0.6064,0.0023930073,0.0024750233,1.0238574,0.5285,0.623,0.0039867163,0.004209161,1.029086,,50.01922607421875,11.248178572297142,8.907830779831114,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/11,11
22,gaussian_mixture,10000,7,SNLE,2664849424,0.66485,0.7182,0.020299792,0.020789862,1.1043855,0.5165,0.703,0.014545798,0.014734268,1.0856688,,15.722423299153645,7.419171388377169,7.344721767324287,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/19,19
23,gaussian_mixture,10000,1,SNLE,1389501908,0.5824,0.62005,0.011071801,0.011718035,0.97448003,0.5545,0.6095,0.012612402,0.013352454,0.97109246,,16.25367635091146,11.396539727637693,9.500699482960655,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/1,1
24,gaussian_mixture,1000,4,SNLE,2250182774,0.5276,0.7016,0.0041992664,0.0044982433,0.9733212,0.498,0.7065,0.0061796904,0.0068593025,0.9990084,,13.666769409179688,10.699662555138458,8.032280248662486,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/9,9
25,gaussian_mixture,100000,9,SNLE,4172615778,0.5803,0.62735,0.0059211254,0.005920887,1.0957745,0.5415,0.62,0.004683733,0.004681468,1.0761805,,60.52693277994792,9.188503370743904,5.888758172765525,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/26,26
26,gaussian_mixture,1000,2,SNLE,1205066751,0.6732,0.7326,0.025762558,0.025471926,1.0931962,0.6495,0.725,0.026960671,0.026575148,1.0890148,,13.59883524576823,7.831802253288578,6.602150483107095,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/06-42-35/3,3
27,slcp_distractors,1000,7,SNLE,1861898055,0.9985,0.99865,0.44114423,0.5995744,1076.9945,0.9975,0.996,0.6117466,0.6270831,1076.9775,,59.78197428385417,,,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/18,18
28,slcp_distractors,100000,8,SNLE,1298168715,0.8931,0.8941,0.06113863,0.23656267,427.0926,0.8665,0.872,0.053551793,0.22764927,426.58936,,188.72498372395833,,,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/23,23
29,slcp_distractors,10000,5,SNLE,2412133763,0.93365,0.9333,0.2781812,0.4285431,897.3115,0.9185,0.921,0.26900578,0.434891,899.07715,,57.315380859375,,,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/13,13
30,slcp_distractors,10000,8,SNLE,2297564764,0.95235,0.9567,0.33003438,0.40011004,425.68704,0.9245,0.933,0.33287907,0.39681512,424.16208,,54.331095377604164,,,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/22,22
31,slcp_distractors,1000,3,SNLE,485160275,0.96015,0.95885,0.22286403,0.20332593,389.04474,0.9455,0.9385,0.21546257,0.1924212,386.05994,,48.94776204427083,,,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/6,6
32,slcp_distractors,10000,6,SNLE,235163765,0.9292,0.9304,0.20562851,0.31240863,347.21762,0.895,0.883,0.21445751,0.3045032,350.29517,,51.28641357421875,,,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/16,16
33,slcp_distractors,100000,5,SNLE,1388834709,0.85925,0.85675,0.059360623,0.24450094,896.6655,0.8275,0.8235,0.06031978,0.24436897,898.13654,,157.469287109375,,,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/14,14
34,slcp_distractors,10000,2,SNLE,3915342125,0.9805,0.98115,0.35824156,0.6179952,379.43948,0.977,0.973,0.35070223,0.6001143,378.97855,,56.37616780598958,,,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/4,4
35,slcp_distractors,100000,7,SNLE,241379703,0.92315,0.92355,0.059239507,0.31177902,1077.8453,0.898,0.9,0.05428481,0.30562025,1074.7524,,236.46070963541666,,,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/20,20
36,slcp_distractors,10000,4,SNLE,592704297,0.9075,0.91,0.057213664,0.05983329,571.1029,0.8655,0.88,0.06421721,0.06278169,573.86487,,53.115576171875,,,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/10,10
37,slcp_distractors,1000,9,SNLE,2902004167,0.99535,0.99515,0.59301513,0.61572576,711.59235,0.9805,0.9825,0.5605612,0.6003004,711.4625,,48.58267415364583,,,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/24,24
38,slcp_distractors,1000,5,SNLE,1858924013,0.99835,0.99795,0.47153097,1.1863002,897.53253,0.994,0.993,0.4609996,1.1921195,896.1631,,47.67951253255208,,,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/12,12
39,slcp_distractors,1000,8,SNLE,579290097,0.9769,0.9793,0.24252605,0.39450905,426.3228,0.9655,0.961,0.24461961,0.4020458,424.60712,,48.61572265625,,,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/21,21
40,slcp_distractors,100000,1,SNLE,3419509976,0.94765,0.94375,0.13315654,0.40077785,894.8147,0.9415,0.936,0.14111388,0.4258324,892.6398,,200.53406575520833,,,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/2,2
41,slcp_distractors,10000,9,SNLE,2055245144,0.9454,0.94145,0.15616953,0.21839362,712.61816,0.914,0.92,0.15799618,0.21954846,712.05084,,53.21803385416667,,,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/25,25
42,slcp_distractors,100000,2,SNLE,1577762561,0.95,0.9489,0.2033189,0.5207398,380.7892,0.935,0.922,0.19412273,0.5011064,378.67856,,196.68984375,,,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/5,5
43,slcp_distractors,10000,3,SNLE,1025601987,0.91825,0.9176,0.13678789,0.19253486,386.98145,0.898,0.8905,0.13607895,0.19098431,379.43396,,52.63515625,,,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/7,7
44,slcp_distractors,1000,1,SNLE,1009889870,0.9998,0.9999,0.7340578,1.0903596,895.3987,1.0,1.0,0.6793038,1.0247699,897.15576,,52.5943359375,,,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/0,0
45,slcp_distractors,100000,3,SNLE,1634634664,0.8986,0.8937,0.1050899,0.3713624,387.91364,0.872,0.8555,0.102530956,0.3596493,380.99146,,169.98274739583334,,,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/8,8
46,slcp_distractors,100000,6,SNLE,1923421096,0.9114,0.911,0.13273847,0.31156057,349.85074,0.879,0.864,0.12788486,0.29413468,350.47775,,224.91905924479167,,,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/17,17
47,slcp_distractors,1000,6,SNLE,140006879,0.9657,0.96705,0.1431055,0.14135009,350.09186,0.96,0.947,0.14242435,0.13915372,342.956,,46.608154296875,,,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/15,15
48,slcp_distractors,100000,4,SNLE,3023361115,0.82595,0.83715,0.111502826,0.12527251,569.6902,0.783,0.8065,0.10561317,0.11705357,572.3795,,243.71669921875,,,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/11,11
49,slcp_distractors,10000,7,SNLE,2113779034,0.96835,0.9689,0.37858212,0.6490691,1077.3969,0.9585,0.963,0.3801663,0.65697426,1079.221,,59.0496826171875,,,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/19,19
50,slcp_distractors,10000,1,SNLE,4151456079,0.96655,0.96475,0.18692529,0.45166218,895.2978,0.9545,0.952,0.17145336,0.4306418,894.58374,,52.87491455078125,,,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/1,1
51,slcp_distractors,1000,4,SNLE,3965861070,0.9908,0.9902,0.4909682,0.56778145,570.8854,0.9875,0.9885,0.50220394,0.5714742,570.5211,,47.884847005208336,,,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/9,9
52,slcp_distractors,100000,9,SNLE,173654373,0.9261,0.92595,0.18647975,0.35840136,712.83325,0.909,0.9075,0.19469559,0.36793506,715.62744,,186.263623046875,,,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/26,26
53,slcp_distractors,1000,2,SNLE,1310937108,0.9867,0.98595,0.40769005,0.5559309,380.1876,0.9825,0.9765,0.40450466,0.5589066,376.06262,,44.46534016927083,,,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/15-53-06/3,3
54,slcp,1000,7,SNLE,681153444,0.94895,0.9505,0.23616886,0.17613286,30.678013,0.9245,0.93,0.232373,0.17026395,30.667372,,34.660196940104164,31.638712128042435,29.319642597851875,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/18,18
55,slcp,100000,8,SNLE,242160572,0.5548,0.55285,0.0008971691,0.0028717518,24.244179,0.547,0.523,0.00021541119,0.0032730103,23.96737,,91.9864990234375,9.695217712126809,9.371668517772378,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/23,23
56,slcp,10000,5,SNLE,3343953446,0.72915,0.72705,0.03907001,0.03029275,23.905937,0.7235,0.7165,0.056474805,0.03881526,23.58633,,38.07827555338542,11.681161281881945,9.91038858553716,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/13,13
57,slcp,10000,8,SNLE,2010378608,0.819,0.8184,0.15631163,0.15564871,24.107113,0.8075,0.803,0.15481877,0.17308533,23.944145,,40.20896809895833,15.462961724096573,13.414682631490832,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/22,22
58,slcp,1000,3,SNLE,2496494583,0.8708,0.86815,0.09777963,0.12041646,26.7972,0.852,0.8375,0.09081125,0.12066245,27.479721,,35.615116373697916,29.808219614338466,27.103265145914943,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/6,6
59,slcp,10000,6,SNLE,3711023161,0.69085,0.6941,0.030810595,0.020999432,10.038822,0.6725,0.665,0.032541037,0.026494741,10.207102,,38.74708251953125,13.692817644812173,11.367653188551825,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/16,16
60,slcp,100000,5,SNLE,1622376575,0.53985,0.5372,0.0008049011,0.000952363,24.53722,0.51,0.527,0.00040864944,0.0004477501,24.319273,,91.53548990885416,6.622798024174001,4.188041092308877,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/14,14
61,slcp,10000,2,SNLE,2339369379,0.7382,0.73735,0.06903207,0.054708958,22.215588,0.7475,0.737,0.09233141,0.06750822,22.307,,38.40196940104167,11.783358855529086,9.700311259573505,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/4,4
62,slcp,100000,7,SNLE,2040875783,0.6229,0.61855,0.002129078,0.008793116,29.332344,0.5735,0.585,8.368492e-05,0.0021502972,28.936289,,96.75912272135416,15.203086797127327,11.900454410852081,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/20,20
63,slcp,10000,4,SNLE,3653342967,0.67325,0.6877,0.012156963,0.010723114,3.2170973,0.6605,0.6705,0.014423609,0.015249252,3.3401937,,38.76705322265625,28.392318880017182,29.298068228361025,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/10,10
64,slcp,1000,9,SNLE,1973747576,0.8917,0.8876,0.06942165,0.12316108,10.510288,0.837,0.8325,0.06318867,0.11658913,10.506926,,35.355611165364586,15.446851732951854,13.233023433657612,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/24,24
65,slcp,1000,5,SNLE,1537278988,0.88615,0.8883,0.19459486,0.16549742,24.397352,0.878,0.8755,0.17999065,0.16152698,24.898735,,35.660701497395834,15.337218180507326,13.088261212503712,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/12,12
66,slcp,1000,8,SNLE,1284826234,0.93605,0.9373,0.12430251,0.24996448,24.960194,0.894,0.89,0.104515076,0.239138,25.266973,,34.14401448567708,28.50329968677477,26.80189956109294,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/21,21
67,slcp,100000,1,SNLE,2585649450,0.61345,0.60655,0.0069680214,0.013755679,19.357393,0.564,0.5635,0.012019634,0.011772275,19.054886,,107.54546712239583,12.460377675279114,10.343026046444534,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/2,2
68,slcp,10000,9,SNLE,2821554129,0.7072,0.71045,0.06870937,0.043572307,9.100903,0.67,0.6435,0.05480337,0.033698797,9.160496,,38.228458658854166,14.384459909504763,12.004397000831204,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/25,25
69,slcp,100000,2,SNLE,1761135129,0.58525,0.58925,0.01716113,0.010857224,22.204264,0.6935,0.659,0.058530092,0.04903269,22.163288,,91.63567708333333,10.511642398286488,9.3440578222909,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/5,5
70,slcp,10000,3,SNLE,4111277783,0.76465,0.76615,0.16249001,0.094314694,26.735126,0.723,0.7175,0.1367575,0.07601142,26.838713,,37.06303304036458,10.561398800150256,8.59272636177806,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/7,7
71,slcp,1000,1,SNLE,2717585300,0.924,0.92045,0.062125444,0.14972788,19.564716,0.9005,0.887,0.0747478,0.15132618,19.779816,,36.18620198567708,27.392400599387557,27.899748401066233,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/0,0
72,slcp,100000,3,SNLE,538220720,0.6052,0.6085,0.023618698,0.013750315,26.08947,0.5955,0.578,0.026278973,0.016177058,25.839075,,88.8936279296875,9.387279804421528,7.819662818689394,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/8,8
73,slcp,100000,6,SNLE,3676492553,0.5559,0.5551,0.0022302866,0.0023833513,10.838804,0.646,0.647,0.050914764,0.025975108,10.763346,,96.49447428385416,10.443024240674657,9.183705594604175,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/17,17
74,slcp,1000,6,SNLE,2559188152,0.91125,0.90685,0.113651514,0.2284258,11.867832,0.876,0.8575,0.1044873,0.21028358,11.971251,,34.901310221354166,29.37054280979957,22.758928477701417,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/15,15
75,slcp,100000,4,SNLE,3399746012,0.6859,0.6853,0.01734376,0.020979404,3.3425121,0.651,0.6365,0.015960574,0.019853115,3.2008195,,89.27041829427084,19.465534948747496,18.771979803684793,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/11,11
76,slcp,10000,7,SNLE,3833864224,0.7022,0.7138,0.005608201,0.026944399,29.227161,0.6505,0.663,0.007940888,0.024856329,29.452255,,39.321171061197916,16.22961940478464,14.035682578651203,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/19,19
77,slcp,10000,1,SNLE,1927546943,0.7479,0.7443,0.031861067,0.061557174,19.229671,0.816,0.813,0.15561771,0.11437845,19.184229,,38.84574788411458,13.750603905074524,11.851962053685462,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/1,1
78,slcp,1000,4,SNLE,120764772,0.89795,0.9018,0.100586295,0.09373379,2.9272835,0.8615,0.8715,0.101377726,0.09691495,2.9701557,,32.91666259765625,27.91660749394597,26.28474534188356,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/9,9
79,slcp,100000,9,SNLE,3145915219,0.5589,0.5598,0.0015146732,0.0015566349,9.161169,0.5565,0.5375,0.004644513,0.003339529,9.523036,,90.31158854166667,11.878677893596187,8.92867835590133,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/26,26
80,slcp,1000,2,SNLE,3348722574,0.94795,0.94845,0.2536621,0.31273377,23.944708,0.9425,0.937,0.25747788,0.30212235,24.047813,,34.1759765625,28.548996428100224,13.26300482855041,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-01/09-46-39/3,3
81,gaussian_linear_uniform,1000,7,SNRE,3111093306,0.73335,0.7017,0.008440614,0.008215308,1.2139671,0.675,0.676,0.009500742,0.008400559,1.2059436,,38.542805989583336,7.012170067581072,4.862905754551757,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/18,18
82,gaussian_linear_uniform,100000,8,SNRE,1096333531,0.56865,0.54945,0.0037703514,0.004129529,1.3614705,0.5365,0.5235,0.0032140017,0.0035076141,1.3546185,,133.39479166666666,4.0698419774086405,3.428761153081271,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/23,23
83,gaussian_linear_uniform,10000,5,SNRE,3677579109,0.6111,0.5931,0.004086137,0.0049517155,1.3237251,0.5705,0.5785,0.005450368,0.0057706833,1.3213315,,50.790995279947914,5.450379352285993,3.911400611781397,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/13,13
84,gaussian_linear_uniform,10000,8,SNRE,3027482592,0.616,0.5969,0.0054115057,0.006408334,1.3609793,0.5725,0.5675,0.0032798052,0.004077077,1.3627712,,48.173954264322916,4.920995301685881,3.6011968428060386,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/22,22
85,gaussian_linear_uniform,1000,3,SNRE,2127402412,0.74895,0.7075,0.02324605,0.028312922,1.578279,0.7145,0.6895,0.021705508,0.026246428,1.5915172,,41.3818603515625,5.007827689794601,3.8505328891794357,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/6,6
86,gaussian_linear_uniform,10000,6,SNRE,2267429361,0.6052,0.5933,0.005625248,0.006590724,1.343687,0.571,0.5705,0.005499959,0.0067623854,1.3444703,,45.65402018229167,5.16717785395356,3.712015490013487,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/16,16
87,gaussian_linear_uniform,100000,5,SNRE,3469248047,0.54075,0.53125,0.0008480549,0.0008915663,1.3135239,0.5205,0.532,0.0008662939,0.0007055998,1.3165443,,154.06116536458333,3.954097335448847,3.333415704954011,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/14,14
88,gaussian_linear_uniform,10000,2,SNRE,3083148987,0.6312,0.61895,0.010534525,0.021722555,1.5168953,0.616,0.609,0.0107831955,0.020832539,1.5186772,,43.72605794270833,5.878995436260978,4.173178632094838,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/4,4
89,gaussian_linear_uniform,100000,7,SNRE,454186396,0.57535,0.5581,0.004001856,0.0043189526,1.326935,0.52,0.522,0.004226446,0.004620552,1.3304574,,134.19761555989584,4.828647521590128,3.5907586130994114,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/20,20
90,gaussian_linear_uniform,10000,4,SNRE,322814004,0.6013,0.59085,0.0036637783,0.0047125816,1.3773901,0.5775,0.564,0.0036863089,0.005023122,1.394174,,46.05518798828125,5.271747390312814,3.8467112360778835,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/10,10
91,gaussian_linear_uniform,1000,9,SNRE,2628493941,0.72125,0.69215,0.016121745,0.018416405,1.3427186,0.6465,0.6665,0.014482856,0.015740514,1.3519381,,39.78558349609375,6.322790528730979,4.379369795901354,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/24,24
92,gaussian_linear_uniform,1000,5,SNRE,745645765,0.68205,0.65105,0.0057344437,0.0061295033,1.3027084,0.6205,0.6155,0.0058796406,0.006440401,1.2868804,,43.322347005208336,6.249931283764365,4.287312164899099,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-12-02/13-55-49/12,12
