,task,num_simulations,num_observation,algorithm,seed,C2ST,C2ST_Z,MMD,MMD_Z,MEDDIST,C2ST_1K,C2ST_1K_Z,MMD_1K,MMD_1K_Z,MEDDIST_1K,NLTP,RT,KSD,KSD_1K,num_simulations_simulator,path,folder
1009,gaussian_linear,1000,6,SNLE,1699172245,0.5691,0.5551,0.0047887564,0.004790187,1.3424697,0.561,0.572,0.004094839,0.0041606426,1.3296857,,61.23379313151042,9.950265837089459,7.622425566747866,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/10-39-44/15,15
1010,gaussian_linear,100000,4,SNLE,568661068,0.5162,0.51525,0.0008164644,0.00081670284,1.5372647,0.5225,0.517,0.0014363527,0.001427412,1.5459592,,124.94651692708334,8.00190448958421,6.298366908212056,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/10-39-44/11,11
1011,gaussian_linear,10000,7,SNLE,3080574404,0.53235,0.5343,0.002658248,0.0026578903,1.3570435,0.551,0.525,0.0024613142,0.0024342537,1.3442961,,66.06676025390625,9.263791466637329,7.1046953789636875,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/10-39-44/19,19
1012,gaussian_linear,10000,1,SNLE,3952413853,0.5266,0.51955,0.00053727627,0.00053727627,1.4395559,0.488,0.489,0.0008267164,0.0008505583,1.4501575,,71.135888671875,7.8746901886132195,6.481690752223856,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/10-39-44/1,1
1013,gaussian_linear,1000,4,SNLE,2106563505,0.5909,0.5773,0.0047768354,0.0047676563,1.5500267,0.587,0.58,0.0057759285,0.0057446957,1.5593326,,62.316768391927084,10.006705654864563,7.8000783474267665,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/10-39-44/9,9
1014,gaussian_linear,100000,9,SNLE,2957597534,0.51225,0.5109,0.0004117489,0.0004118681,1.3891019,0.5205,0.5215,-0.00016713142,-0.00013756752,1.3860145,,117.28675944010416,7.370793203942348,5.796021671087153,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/10-39-44/26,26
1015,gaussian_linear,1000,2,SNLE,2374956450,0.59555,0.58205,0.009492874,0.009566426,1.3624507,0.5875,0.5975,0.009100318,0.009203434,1.3636906,,60.02861735026042,10.631230971754201,8.352513505635667,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/10-39-44/3,3
1016,gaussian_linear_uniform,1000,7,SNLE,103244764,0.59165,0.5823,0.0033596754,0.0034906864,1.3128031,0.5575,0.5515,0.0037831068,0.0038404465,1.3081932,,69.79366048177083,5.3802728590663005,3.8471340869085817,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/18,18
1017,gaussian_linear_uniform,100000,8,SNLE,1474805067,0.4957,0.50015,0.00019311905,0.00020444393,1.3164341,0.5115,0.489,0.0002529621,0.00028967857,1.3010445,,122.56102701822917,3.3242833994187397,3.1428926494654954,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/23,23
1018,gaussian_linear_uniform,10000,5,SNLE,1585212559,0.537,0.5327,0.0021549463,0.002064228,1.3088486,0.53,0.546,0.0027073622,0.0026507378,1.3047934,,71.13321126302084,4.127044122907071,3.3741310373317805,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/13,13
1019,gaussian_linear_uniform,10000,8,SNLE,244366629,0.5214,0.5237,0.00055778027,0.00056660175,1.3304547,0.502,0.5,0.00020730495,0.0001796484,1.3269689,,74.60340983072916,3.6016486803313175,3.213665434328161,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/22,22
1020,gaussian_linear_uniform,1000,3,SNLE,194836309,0.6661,0.6223,0.008074641,0.011196613,1.4887185,0.624,0.6065,0.0076663494,0.0102443695,1.5127885,,66.69203694661458,4.436371935697451,3.5183296278232077,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/6,6
1021,gaussian_linear_uniform,10000,6,SNLE,1969360884,0.5223,0.51885,0.0013566017,0.0014145374,1.3151228,0.544,0.5415,0.0025053024,0.0027823448,1.3280365,,69.05382486979167,3.9168658598555983,3.32701732998769,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/16,16
1022,gaussian_linear_uniform,100000,5,SNLE,1709159554,0.49955,0.50275,0.00022745132,0.00023114681,1.3045512,0.516,0.516,0.0011013746,0.0011053085,1.3003907,,133.274755859375,3.4929971648032505,3.2108163947349126,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/14,14
1023,gaussian_linear_uniform,10000,2,SNLE,2532899787,0.5262,0.51915,0.0012447834,0.001016736,1.4168595,0.536,0.5305,0.0013065338,0.001198411,1.4072051,,75.34684244791667,3.906562121908452,3.3156874224351136,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/4,4
1024,gaussian_linear_uniform,100000,7,SNLE,4138166680,0.5031,0.5059,0.00025701523,0.00027918816,1.3052821,0.5115,0.517,8.34465e-07,1.4781952e-05,1.3045661,,122.98681640625,3.449867951378869,3.217963608925724,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/20,20
1025,gaussian_linear_uniform,10000,4,SNLE,1025168710,0.53005,0.52125,0.0006401539,0.000823617,1.3460798,0.5225,0.5145,0.00025773048,0.000310421,1.335222,,70.85845540364583,3.973901861540274,3.3599205267641574,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/10,10
1026,gaussian_linear_uniform,1000,9,SNLE,2799100074,0.6008,0.5807,0.008567929,0.008503437,1.3347418,0.5625,0.557,0.007863641,0.0076237917,1.3375459,,66.56206868489583,4.917595016114421,3.6967374986519466,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/24,24
1027,gaussian_linear_uniform,1000,5,SNLE,877545546,0.58865,0.57665,0.0044902563,0.0049698353,1.328052,0.5565,0.558,0.003967762,0.0042310953,1.3417087,,63.445231119791664,5.215086941832249,3.7983036518202185,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/12,12
1028,gaussian_linear_uniform,1000,8,SNLE,3123047915,0.64365,0.60915,0.01382339,0.016769528,1.3702404,0.626,0.5935,0.014384508,0.01783526,1.3771005,,65.5909912109375,5.231506719419426,3.8390256409367427,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/21,21
1029,gaussian_linear_uniform,100000,1,SNLE,671412932,0.50325,0.51735,0.00032305717,0.00028312206,1.3372937,0.5105,0.5105,0.0011385679,0.0012201071,1.3502712,,125.46617024739584,3.392890306591023,3.20474777227543,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/2,2
1030,gaussian_linear_uniform,10000,9,SNLE,3064591001,0.5207,0.52085,0.00022625923,0.0002539158,1.2849445,0.5075,0.511,0.00021600723,0.00020158291,1.2934725,,72.6196533203125,3.796820437499259,3.2305490271613166,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/25,25
1031,gaussian_linear_uniform,100000,2,SNLE,988832002,0.5051,0.50255,0.00023794174,0.00026607513,1.4173092,0.5335,0.521,0.0014287233,0.0012201071,1.4238074,,128.40044759114582,3.361083226842038,3.269272621521718,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/5,5
1032,gaussian_linear_uniform,10000,3,SNLE,2528589793,0.53285,0.5179,0.0010470152,0.0013217926,1.4934314,0.512,0.5185,0.001115799,0.0014973879,1.483279,,73.77291666666666,3.591575149864418,3.31399518646789,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/7,7
1033,gaussian_linear_uniform,1000,1,SNLE,3429548438,0.6077,0.58085,0.007275462,0.009050846,1.3940446,0.567,0.57,0.0072723627,0.008914113,1.405018,,64.3117431640625,5.0012811468236675,3.7306987112025336,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/0,0
1034,gaussian_linear_uniform,100000,3,SNLE,1116994612,0.5134,0.50485,0.00066292286,0.0006632805,1.4694753,0.49,0.4945,-0.00019955635,-0.00015175343,1.4496707,,129.10985514322917,3.3928125940397615,3.1800232231535897,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/8,8
1035,gaussian_linear_uniform,100000,6,SNLE,3749812940,0.51055,0.5031,0.00027263165,0.00027811527,1.3021758,0.485,0.4915,0.00085639954,0.000770092,1.3000375,,126.67884114583333,3.364796709785378,3.2646054245703433,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/17,17
1036,gaussian_linear_uniform,1000,6,SNLE,2455005298,0.6047,0.5903,0.007404566,0.008584499,1.3315781,0.614,0.5875,0.009401917,0.009943843,1.3498734,,67.13074137369792,5.107233250420954,3.7885497737693656,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/15,15
1037,gaussian_linear_uniform,100000,4,SNLE,58446636,0.5067,0.50485,0.00028419495,0.0004335642,1.3380667,0.5105,0.491,0.00018155575,0.00026130676,1.3217795,,129.3455322265625,3.372071443054962,3.2322452938998296,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/11,11
1038,gaussian_linear_uniform,10000,7,SNLE,1084511041,0.53175,0.52375,0.0009163618,0.00088620186,1.317441,0.51,0.516,0.0005545616,0.0005748272,1.3239292,,70.38191731770833,3.913079567070265,3.242527896283325,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/19,19
1039,gaussian_linear_uniform,10000,1,SNLE,3835582427,0.533,0.52455,0.0014272928,0.0011800528,1.3431789,0.516,0.498,0.0023379326,0.001917839,1.3609831,,70.83929036458333,3.872429422767669,3.3077884566602744,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/1,1
1040,gaussian_linear_uniform,1000,4,SNLE,385703303,0.60035,0.57545,0.005836487,0.005358696,1.3522308,0.57,0.574,0.0052375793,0.0047414303,1.3411708,,63.8421630859375,5.223501251412555,3.769498841629531,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/9,9
1041,gaussian_linear_uniform,100000,9,SNLE,524092641,0.50135,0.5073,0.00012648106,0.00017678738,1.2905948,0.523,0.5185,0.00038027763,0.0005135536,1.2959899,,116.49258626302084,3.316568328321097,3.169889761511776,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/26,26
1042,gaussian_linear_uniform,1000,2,SNLE,3751509465,0.65735,0.62825,0.013560891,0.013996363,1.4144561,0.589,0.6135,0.009770751,0.010826111,1.4164392,,63.654048665364584,5.813828038317324,4.040675711591704,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-30/20-33-13/3,3
1043,gaussian_linear,100000,10,NPE,3720544167,0.51575,0.5081,0.00070524216,0.000705719,1.4768391,0.502,0.481,0.00034034252,0.00033831596,1.4897237,-1.675724983215332,17.38419392903646,8.343440219224417,6.610434368491597,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/29,29
1044,gaussian_linear,1000,7,NPE,248374445,0.71745,0.6894,0.049741745,0.04972136,1.5535017,0.6925,0.6775,0.047967196,0.047885656,1.5753019,-0.5980281829833984,0.24944547017415364,12.155623626221045,9.823517996353623,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/18,18
1045,gaussian_linear,100000,8,NPE,3884522114,0.5213,0.50995,0.00072443485,0.0007259846,1.5146775,0.497,0.51,-0.00015032291,-0.00013840199,1.5324543,-2.709819793701172,23.575252278645834,8.047615263546811,6.048228242779185,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/23,23
1046,gaussian_linear,10000,10,NPE,2963326817,0.5719,0.55795,0.0041003227,0.004073024,1.5182567,0.5495,0.5245,0.003569007,0.0035294294,1.5404496,-2.546834945678711,2.5701215108235678,9.797072592258031,7.680558846449514,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/28,28
1047,gaussian_linear,10000,5,NPE,3220974476,0.54625,0.53255,0.0018953085,0.001901269,1.3443909,0.5235,0.532,0.0018382072,0.0019769669,1.3507106,0.052519798278808594,2.5065155029296875,8.525382368387529,6.437314050003603,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/13,13
1048,gaussian_linear,10000,8,NPE,2193539764,0.5966,0.58955,0.0075922012,0.0076292753,1.5842953,0.575,0.5695,0.006641865,0.006891966,1.590354,-1.5339727401733398,2.335490417480469,10.379909198431532,8.01868157147307,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/22,22
1049,gaussian_linear,1000,3,NPE,2598618483,0.77905,0.75105,0.06144607,0.061045647,1.6360445,0.7315,0.73,0.0642544,0.064570546,1.6318587,11.10757064819336,0.2933599789937337,12.364241185792281,10.141778008107051,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/6,6
1050,gaussian_linear,10000,6,NPE,1121863465,0.53615,0.5275,0.0021390915,0.0021412373,1.3438821,0.5385,0.5195,0.0013297796,0.0013213158,1.349413,-0.10456371307373047,2.4412986755371096,8.775544337160872,6.505826361176725,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/16,16
1051,gaussian_linear,100000,5,NPE,3927182501,0.4991,0.5074,0.0001500845,0.00015115738,1.3028581,0.5225,0.509,0.00043785572,0.00045084953,1.3162814,-0.7051773071289062,26.603342692057293,6.360648481380679,6.210131694258199,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/14,14
1052,gaussian_linear,10000,2,NPE,1461554172,0.54285,0.5308,0.001437068,0.0014356375,1.4120626,0.5275,0.5345,0.002703309,0.0027356148,1.4136937,1.7687339782714844,2.5520716349283856,8.686049091834013,6.7437154287647045,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/4,4
1053,gaussian_linear,100000,7,NPE,3367273986,0.50295,0.505,0.00018811226,0.00018906593,1.3700387,0.515,0.5075,0.0004711151,0.00047445297,1.3976688,0.6756200790405273,21.971331787109374,7.232804304165345,5.8705421826614765,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/20,20
1054,gaussian_linear,10000,4,NPE,3779653540,0.60545,0.5791,0.004170537,0.004143834,1.5678089,0.572,0.58,0.004730344,0.004636407,1.5659057,2.302021026611328,2.30817133585612,9.852867189574166,7.685138914995714,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/10,10
1055,gaussian_linear,1000,9,NPE,1201126750,0.70855,0.6821,0.035039544,0.035068154,1.5478148,0.6685,0.664,0.0338794,0.0339458,1.5366503,4.51942253112793,0.25695374806722004,11.819502031902143,9.486146959153626,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/24,24
1056,gaussian_linear,1000,5,NPE,2534099484,0.6936,0.6657,0.038095832,0.03809917,1.4808682,0.679,0.681,0.038668513,0.03843963,1.4625883,-0.48533058166503906,0.27740214665730795,11.794881399340666,9.545475929926084,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/12,12
1057,gaussian_linear,1000,8,NPE,2369393476,0.8186,0.78975,0.07592702,0.076494694,1.7665284,0.769,0.7705,0.075206995,0.07614148,1.7656183,2.4189414978027344,0.24609378178914387,12.640260024855577,10.339289380294339,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/21,21
1058,gaussian_linear,100000,1,NPE,1253890359,0.50195,0.49795,0.0003426075,0.0003439188,1.4390244,0.5095,0.4895,0.00023579597,0.00023770332,1.4445434,-0.8006687164306641,20.086090087890625,7.5862070083914785,5.8129975618987455,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/2,2
1059,gaussian_linear,10000,9,NPE,758320326,0.5537,0.5442,0.0026057959,0.0026072264,1.4217784,0.531,0.533,0.0026404858,0.002672553,1.4237111,2.2596006393432617,2.4699137369791666,9.230966973437884,7.179923785947721,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/25,25
1060,gaussian_linear,100000,2,NPE,2634141877,0.501,0.50355,5.8174133e-05,5.8174133e-05,1.3969374,0.5125,0.5235,4.529953e-05,6.723404e-05,1.3950083,2.938901901245117,27.7692138671875,6.274519110385553,5.1371316655531,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/5,5
1061,gaussian_linear,10000,3,NPE,719644848,0.5674,0.55755,0.004166007,0.0041502714,1.4346308,0.539,0.5405,0.0026421547,0.002652049,1.40746,5.312561988830566,2.473716227213542,9.758443514423092,7.333274812747972,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/7,7
1062,gaussian_linear,1000,1,NPE,1138732501,0.77195,0.74285,0.06256127,0.062817335,1.6825223,0.7395,0.7455,0.065659165,0.06614125,1.710489,1.9312047958374023,0.4834255854288737,12.39337378360448,10.151581829468139,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/0,0
1063,gaussian_linear,100000,3,NPE,2002374529,0.51005,0.502,0.0008429289,0.0008467436,1.407407,0.5105,0.5035,0.0009915829,0.0009522438,1.3840113,4.290560722351074,17.7977294921875,8.034635148274328,6.16414511186525,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/8,8
1064,gaussian_linear,100000,6,NPE,3054103354,0.5032,0.507,0.00039076805,0.00039052963,1.3167832,0.4805,0.468,0.00088119507,0.0008573532,1.3219779,-0.2485818862915039,19.170271809895834,7.306905624210506,5.98907283925359,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/17,17
1065,gaussian_linear,1000,6,NPE,3678962343,0.64625,0.6199,0.020426393,0.020438552,1.4456654,0.624,0.621,0.020538688,0.020612836,1.4438376,-1.165975570678711,0.24949854214986164,11.20241255441657,8.90070262809124,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/15,15
1066,gaussian_linear,100000,4,NPE,532029117,0.51465,0.5115,0.0005557537,0.00055742264,1.5167625,0.506,0.495,0.0015349388,0.0015258789,1.518841,1.0591554641723633,17.783740234375,7.662697361019951,6.266012841599095,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/11,11
1067,gaussian_linear,10000,7,NPE,4150802429,0.54065,0.53155,0.0013496876,0.0013464689,1.3717513,0.5245,0.517,0.0023591518,0.002419114,1.3526814,1.1455841064453125,2.7131731669108072,8.618533444637748,6.394130407642485,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/19,19
1068,gaussian_linear,1000,10,NPE,3518023540,0.80565,0.77095,0.09176278,0.09181929,1.7927485,0.7585,0.7595,0.085416675,0.086362004,1.7925704,0.5171546936035156,0.35266310373942056,12.826702814610114,10.487458335099781,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/27,27
1069,gaussian_linear,10000,1,NPE,2940465095,0.57005,0.55155,0.0025582314,0.002547741,1.4659278,0.5245,0.523,0.0036299229,0.003713727,1.4853449,1.2697410583496094,2.6666244506835937,9.373105101262714,7.496793604674411,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/1,1
1070,gaussian_linear,1000,4,NPE,4243986100,0.8331,0.7986,0.099714756,0.0992111,1.8844607,0.8225,0.813,0.10390353,0.10279566,1.8969463,4.877643585205078,0.303288205464681,12.886607828141749,10.632005737929772,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/9,9
1071,gaussian_linear,100000,9,NPE,2714454950,0.5106,0.5034,0.00032150745,0.00032234192,1.3918128,0.525,0.525,0.00075280666,0.00075113773,1.390964,2.505600929260254,21.456982421875,7.377223327330025,6.120692198158241,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/26,26
1072,gaussian_linear,1000,2,NPE,1260622241,0.75895,0.7247,0.058408856,0.0584805,1.6158885,0.7275,0.7385,0.060159445,0.06045246,1.6152174,-0.7683629989624023,0.30952428181966146,12.34048259585983,10.055574318242886,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/22-13-23/3,3
1073,bernoulli_glm,100000,10,NPE,2754916879,0.56825,0.5404,0.005339384,0.00534153,15.16341,0.5675,0.551,0.005426407,0.0054370165,15.42859,-2.2722272872924805,39.01881510416667,12.076728815670387,9.763106756210359,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/29,29
1074,bernoulli_glm,1000,7,NPE,1997411371,0.8402,0.8139,0.16307122,0.16548961,16.132795,0.851,0.8165,0.17382985,0.17618853,16.264256,2.954998016357422,0.5869663238525391,10.45625853960732,8.211670246169003,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/18,18
1075,bernoulli_glm,100000,8,NPE,876666826,0.58295,0.5663,0.010810256,0.0081630945,10.347729,0.5865,0.5585,0.006805539,0.0060811043,10.290507,3.1163291931152344,70.06270345052083,11.171086127194327,8.90478525738081,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/23,23
1076,bernoulli_glm,10000,10,NPE,4224628599,0.6315,0.6142,0.014955521,0.014669299,16.05135,0.6625,0.6235,0.01514411,0.015191197,15.972952,-2.507274627685547,7.431507873535156,11.944333135862754,9.631081275412821,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/28,28
1077,bernoulli_glm,10000,5,NPE,2354211083,0.65895,0.62965,0.053109646,0.050464988,16.31699,0.6445,0.629,0.052134454,0.049515903,16.614803,0.32511043548583984,8.072659810384115,12.236197404093076,9.928244845961478,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/13,13
1078,bernoulli_glm,10000,8,NPE,2525151668,0.67115,0.6447,0.041411996,0.029464126,10.607487,0.6495,0.628,0.02998662,0.021721244,10.663423,8.620255470275879,8.237178548177083,11.496560079583963,9.145092799521128,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/22,22
1079,bernoulli_glm,1000,3,NPE,584223431,0.902,0.88585,0.19144112,0.18358803,14.852806,0.8695,0.86,0.17873925,0.17095733,14.982291,15.183042526245117,0.5774101257324219,11.173229417450317,8.916455837295974,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/6,6
1080,bernoulli_glm,10000,6,NPE,515022569,0.66125,0.63145,0.057109475,0.051859975,13.480513,0.684,0.6545,0.06482029,0.057861328,13.459017,3.72216796875,7.626993306477865,12.063946192401456,9.736403040137315,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/16,16
1081,bernoulli_glm,100000,5,NPE,3417149972,0.53315,0.5216,0.001111865,0.0011512041,15.684231,0.5105,0.518,0.0014965534,0.0015978813,15.483238,-0.6091060638427734,53.97473958333333,12.76044910354423,10.485642611895825,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/14,14
1082,bernoulli_glm,10000,2,NPE,1167668871,0.6519,0.6272,0.04274416,0.03380561,11.901935,0.645,0.616,0.041335583,0.03308022,11.928371,6.982281684875488,7.383830769856771,11.734858724176329,9.423878498550271,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/4,4
1083,bernoulli_glm,100000,7,NPE,4011958065,0.5864,0.5667,0.023872972,0.023045182,13.002041,0.58,0.5465,0.027853489,0.026670575,12.853832,1.8832359313964844,48.35659586588542,11.583724318023638,9.302934685333454,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/20,20
1084,bernoulli_glm,10000,4,NPE,2902678877,0.7318,0.6993,0.10711861,0.08525562,11.2994,0.737,0.7055,0.11373532,0.08969426,11.553249,7.175585746765137,8.275625101725261,12.230605050165986,9.917526937543196,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/10,10
1085,bernoulli_glm,1000,9,NPE,2148075709,0.89225,0.873,0.28793883,0.235152,13.95462,0.883,0.8615,0.29024333,0.2393974,14.056074,11.402950286865234,0.3119996706644694,10.985299604220112,8.600140243549156,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/24,24
1086,bernoulli_glm,1000,5,NPE,2928523799,0.9106,0.89615,0.24259257,0.24670184,20.267126,0.921,0.903,0.23739833,0.23990673,20.011,3.503864288330078,0.3368187586466471,11.076440786217676,8.815527120871392,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/12,12
1087,bernoulli_glm,1000,8,NPE,3579972362,0.90145,0.88085,0.21573061,0.16556734,13.032998,0.88,0.8725,0.1989311,0.15384203,13.247831,17.84382438659668,0.3133716583251953,11.648019049237732,9.257657833203167,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/21,21
1088,bernoulli_glm,100000,1,NPE,830402774,0.634,0.608,0.018831134,0.016165733,9.806175,0.6445,0.6195,0.023547173,0.020144105,9.8761635,4.633563995361328,48.94541829427083,10.44334706410115,8.180036016278185,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/2,2
1089,bernoulli_glm,10000,9,NPE,2353454748,0.7533,0.70855,0.12980461,0.1001631,11.021624,0.736,0.703,0.13005316,0.098122716,10.939621,5.193982124328613,7.648867289225261,11.455751651011699,9.177645884608623,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/25,25
1090,bernoulli_glm,100000,2,NPE,2205968854,0.53995,0.52565,0.0030601025,0.0030661821,11.84947,0.524,0.523,0.003332138,0.003320098,11.9968195,5.716238021850586,81.46088053385417,11.861906425987167,9.570797374904872,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/5,5
1091,bernoulli_glm,10000,3,NPE,4090614159,0.72445,0.69345,0.056812286,0.052767634,11.786821,0.704,0.6725,0.05071187,0.046610594,11.670354,6.163697242736816,8.11167500813802,11.828038275970496,9.440045628141014,10000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/7,7
1092,bernoulli_glm,1000,1,NPE,1532618559,0.8924,0.8674,0.22299927,0.19810575,13.641537,0.89,0.869,0.2496599,0.21981025,13.403719,14.197061538696289,0.3668887456258138,10.509460615592197,8.331075157112817,1000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/0,0
1093,bernoulli_glm,100000,3,NPE,1309580045,0.62455,0.58935,0.0252285,0.022943497,11.22368,0.62,0.5875,0.028640866,0.025338292,11.398358,5.004083633422852,60.22669677734375,11.589861190971117,9.333941604606604,100000.0,/home/aaiuser/results/benchmarking_sbi_023/multirun/2024-11-20/18-21-16/8,8
