task,num_simulations,num_observation,algorithm,C2ST,MMD,MEDDIST,NLTP,RT,KSD,folder
slcp_distractors,10³,7,100 .5 .5 KDE,0.995,0.14155781,1076.9595,,0.03888807694117228,,0792a8d5-55a6-4882-8370-33bbff6d909f
slcp_distractors,10⁵,8,100 2 .5 KDE,0.9925,0.21646547,427.89075,,2.2912251790364584,,c675c01c-1022-4c34-94e0-1d46acb5b853
bernoulli_glm,10⁵,8,1000 2 .8,0.98095,0.102752805,12.990868,,0.4594052314758301,9.879805226933948,cbcf3a28-0559-4073-b425-f311b767e0da
two_moons,10⁴,7,1000 2 .8,0.9642,0.2696287,0.26398498,,0.03547089497248332,,edc20526-b4f5-40fb-a295-ea7a6530417c
gaussian_linear,10⁵,2,100 2 .8,0.99635,0.031745315,1.41869,,0.10822077592213948,11.888870168766305,1c0b7b95-a8a8-4061-8370-0674f5c2b9ce
slcp_distractors,10³,4,100 2 .8,0.9994,0.39037266,569.76965,,0.03511149883270264,,01c8eda8-b949-4a1a-bd2c-eb152e66e7ea
sir,10⁵,7,100 .5 .2,0.65705,0.002033472,20.976177,,4.708617146809896,16.950436351502454,0bff9024-f173-4367-8b0a-c50170426a83
gaussian_linear,10⁵,9,100 .5 .2,0.9991,0.35508955,1.2816908,,0.06608045895894367,14.40214845217082,d241b6a4-e168-480d-b8da-dc5595ab06b9
sir,10⁴,10,100 .5 .5,0.8112,0.089933515,23.738152,,0.8635062535603841,15.682376572034919,f017b307-5ff8-4388-8100-3c8c8bb04fc8
slcp_distractors,10³,5,100 2 .2 KDE,0.98065,0.08373892,897.302,,0.042179044087727866,,216b867c-ba59-4007-9e07-44334278b6d9
bernoulli_glm_raw,10⁴,5,100 2 .5,0.9996,0.40668827,5.385164700000002,,0.051117714246114096,11.172148897996072,a7ae46ef-43fe-48e0-869e-95609e86ca7c
gaussian_linear_uniform,10⁴,9,1000 2 .5 KDE,0.9705,0.32926609999999995,2.3129907000000003,,0.09450867970784506,5.3483560842833064,1711d121-ea40-44bb-8a2f-700f72250fff
gaussian_mixture,10⁵,4,100 2 .5,0.74335,0.0038143396,1.0306582,,0.09236351648966472,11.874082997081873,f840b082-4d00-4e7f-a85c-68dba732f066
bernoulli_glm,10³,6,1000 .5 .8 KDE,0.99735,0.54532665,43.146164,,0.050618048508962,8.129201529578667,259d7e9b-188f-45bc-9e18-196ba6821df2
bernoulli_glm_raw,10³,8,1000 2 .5 KDE,0.99815,0.5671643,7.071068,,0.05436968008677165,9.042663930052543,1e7ad8ef-ef0e-4184-bf12-aa5973b14bcb
sir,10⁴,7,100 .5 .8,0.6931,0.0046305656,20.34699,,0.8485336303710938,16.733184961084742,5baec559-ed62-4a05-bc33-d5d5d0fba2d7
gaussian_linear_uniform,10⁴,3,1000 2 .5 KDE,0.99045,0.4285686,2.7247274,,0.0981343428293864,5.302484073754316,c2433105-794f-41a1-bf29-819925b6962b
slcp,10⁵,3,1000 .5 .5,0.95815,0.0240376,23.744652,,0.12472362518310548,38.54130259051346,52e2fc13-7b78-45dc-bbee-313424792e79
sir,10⁵,7,100 2 .5 KDE,0.62,0.006647587,22.022715,,4.892611185709637,16.235529470090153,53e397be-eea0-493b-a182-8ac3c76c7e55
gaussian_linear_uniform,10⁵,8,100 .5 .8,0.99955,0.025296688,1.2385887,,1.1786113739013673,10.022095225863163,d9139d76-f187-4281-8932-40f60ec336a9
two_moons,10⁴,4,1000 .5 .5,0.9213,0.021874249,0.15898001,,0.029582691192626957,inf,456ad567-ec07-45a4-af35-2636700ae850
bernoulli_glm,10⁴,1,1000 2 .8,0.9985,0.46879315,26.01493,,0.07634169260660807,8.772946033129408,72e18dc5-d412-4662-a76a-6a17eb24397d
gaussian_linear,10⁵,3,100 2 .8,0.9967,0.21453261,1.5242851,,0.11570299466451008,14.107414879165274,2adc9b34-4fe6-4b4f-945f-123babe161c6
gaussian_linear_uniform,10⁵,10,1000 2 .2 KDE,0.8893,0.122472584,1.8549547,,0.4964803695678711,5.328860538507629,ab1c5638-28cf-4b28-8d32-3accc72efc5f
slcp_distractors,10⁴,3,1000 .5 .5 KDE,0.983,0.10921121,387.82443,,0.3545398712158203,,39df8b91-9c70-42a3-ba8d-8dad6c47f765
