task,num_simulations,num_observation,algorithm,C2ST,MMD,MEDDIST,NLTP,RT,KSD,folder
bernoulli_glm,10³,1,SNRE-MLP,0.6453,0.040300846,10.150719,,11.195363362630207,10.70936466775911,1f3bd37a-6c33-4928-90f6-acaed23090fd
bernoulli_glm,10³,5,SNRE-MLP,0.68035,0.027204633,16.755651,,11.298331705729167,12.547632631861033,c69e4b62-768d-4da8-ac54-21e6e55a62d5
lotka_volterra,10⁵,3,SNRE-RES,0.6793,0.0063511133,15.206459,,,17.38103681684684,c3b9e2b7-ef6b-4752-9248-de3c1005d65c
gaussian_linear,10⁴,6,SNRE-RES,0.53495,0.003024459,1.2914786,,14.292611694335935,9.48970137011526,59dffe88-1eaa-4911-b560-46f2a9b6be7d
bernoulli_glm,10⁵,9,NRE-MLP,0.8258,0.28406686,14.038829000000002,,155.17919921875,10.1687465846564,6ee9b167-f6f2-46dd-a854-7f6473fc205c
two_moons,10⁵,9,SNRE-RES,0.53255,0.006699383299999999,0.08593355,,110.02482096354169,inf,ff191243-9eb0-45dc-abf2-41259c79c405
bernoulli_glm_raw,10³,5,NRE-MLP,0.969,0.35509026,5.91608,,5.084112548828125,8.627498077503992,b5e5d673-7aeb-4e1d-8949-18d43baf5c5e
sir,10³,5,SNRE-RES,0.7311,0.15246052,26.907248,,3.43751703898112,16.719386938788922,ccfddb96-d9b4-465f-9a40-2b2e9e3ff99c
two_moons,10⁴,1,NRE-MLP,0.7937,0.013948083,0.10118841,,4.052717590332032,inf,4f7b28a2-fe49-4faa-b166-9ef6f3b06df3
two_moons,10³,3,SNRE-MLP,0.8044,-0.007806181999999998,0.10314801,,2.887179565429688,inf,53c72c50-79d7-496e-ae77-a5bf47e969c5
lotka_volterra,10⁵,2,NRE-MLP,0.99935,0.5486541,42.64892,,,20.383499139543762,4dd24f49-977c-42ae-9dc5-5cdc28c89665
gaussian_mixture,10³,9,NRE-RES,0.78435,0.040612698,0.67921335,,1.3608214060465496,13.106273628835375,c7e29083-f540-4b03-96a8-2a16183ae42a
sir,10⁴,1,SNRE-RES,0.7221,0.10815817,21.118711,,5.363456217447917,15.344621755732007,b5a1f575-6c3b-4e63-9b53-f555201f52bf
gaussian_linear,10³,10,NRE-RES,0.69755,0.048134446,1.5419681,,5.057718912760417,12.265040318894807,6997283c-45d0-4130-bdd6-2e715521cc18
bernoulli_glm,10⁵,8,NRE-MLP,0.82245,0.2582808,13.693407999999998,,144.847509765625,10.356296954650228,47f7bdfb-fd4d-4506-b937-32a944b362a0
lotka_volterra,10³,2,SNRE-RES,0.9736,0.5184367999999999,13.746464,,,19.013335816680108,551e5705-9934-4eb4-8ca7-b79e82c564d5
gaussian_linear,10⁴,1,NRE-RES,0.54445,0.0043839216,1.4590948,,5.660126749674479,9.77872197054429,65951794-c17b-4f5a-8c1a-c88ac61a329e
bernoulli_glm_raw,10⁴,7,SNRE-MLP,0.69975,0.054637194000000014,4.7958317,,15.473294067382813,11.367204306686327,a3cf189b-50b0-4b41-ac0a-3b66623ff5cc
gaussian_mixture,10⁴,7,SNRE-RES,0.70655,0.00838089,1.1085091,,5.33518320719401,9.554847952861056,6a359a41-dad8-441a-8a9c-904f4e19ee65
lotka_volterra,10⁴,1,SNRE-RES,0.86485,0.1565414,6.541965,,,17.465122641836505,5bfc1257-5c92-4e63-a73e-a4670499ca69
sir,10⁵,3,SNRE-RES,0.52675,0.0007799864,18.867962,,119.183837890625,12.418084913341055,8e0f957f-75ca-434a-aa51-809fefd5edd5
gaussian_mixture,10⁵,8,SNRE-RES,0.52725,-0.0032054186,0.9289468,,88.86585286458332,9.028157965500373,51a80e6b-4fe0-430a-bfb6-6c9bbb41ad7a
gaussian_linear_uniform,10⁴,10,SNRE-MLP,0.6298,0.012895703,1.4627767,,16.787664794921874,5.0706749605459285,4e111e1e-5c29-4819-9d42-95a39ed633bb
sir,10⁵,8,NRE-MLP,0.72875,0.04749185,28.035692,,177.67027994791667,17.846997887113822,1fc42c55-b8ae-4a34-97d8-5fdd9d917da6
sir,10³,4,NRE-RES,0.87095,0.33060890000000004,66.41159,,1.6891146341959635,17.862988504810193,afef117f-e5d2-4221-bebf-6f25148a525a
bernoulli_glm_raw,10⁵,3,NRE-RES,0.82455,0.12917817,4.0,,96.24830729166666,10.820180303589742,2dd5b892-9ec1-46fa-9732-74446d3fdce5
lotka_volterra,10⁵,8,SNRE-RES,0.82015,0.06802565,16.381247000000002,,,17.633298133837084,3c96b70a-90d4-47cd-8b2e-486217e6bdeb
slcp,10³,4,NRE-RES,0.98285,0.14911526,5.003883,,2.806302134195964,33.536172260587804,3fe049a9-6546-4b96-9975-4ea154897302
two_moons,10⁵,8,NRE-MLP,0.73465,0.0008317232000000001,0.098642744,,236.4198567708333,,86efd4f8-09b0-4dbe-9190-13aaf4ed2d26
bernoulli_glm_raw,10³,2,SNRE-MLP,0.7787,0.0729506,4.472136,,13.077638753255208,12.440926127208776,abd0e292-6a70-4ad8-9c80-06afe800ee66
gaussian_linear_uniform,10⁴,5,NRE-RES,0.7068,0.031245828,1.3933694,,6.116965738932293,6.148440581858402,cc861a9e-78ab-46ff-aa88-4eff92f36311
gaussian_mixture,10³,6,NRE-MLP,0.7664,0.22148824,2.006722,,1.421429443359375,9.934786538807904,99542c06-6c49-498b-8a1d-0810bbe7dd2d
bernoulli_glm,10³,3,NRE-MLP,0.93945,0.3219183,19.062994,,5.51390126546224,9.261836680754918,a2c5ae8c-7cc3-4b10-8164-05555cb4430f
two_moons,10⁴,1,NRE-RES,0.71165,0.0075155497,0.08289963,,3.057280731201172,inf,8b9c19d0-0c02-45dd-9d62-46a0eef97267
two_moons,10³,7,NRE-MLP,0.89735,0.013654232,0.12629318,,1.1638460795084635,inf,65239e5f-5bb7-46d5-b8b1-ba657ff3d668
gaussian_linear,10³,10,SNRE-RES,0.60895,0.021444917,1.5606236,,11.360697428385414,11.392870625721116,9306d5d7-19ab-4897-8d74-865508f08ab7
slcp_distractors,10⁵,9,SNRE-MLP,0.7193,0.0019642115,712.3418,,239.6469075520833,,8767fd13-ceb5-4e4b-9691-70437e5c82e7
gaussian_linear_uniform,10³,8,SNRE-MLP,0.67355,0.00843966,1.3948646,,12.309152221679687,5.450395328350071,1d09e993-3006-4e60-8fc1-17dd8c76df58
gaussian_mixture,10³,7,NRE-MLP,0.75715,0.099295735,1.282892,,1.4906167348225912,8.38089122142719,00e4fbe9-1329-4646-8c9e-da7fe9e16f8d
slcp_distractors,10³,6,NRE-MLP,0.96375,0.13476658,347.2321,,3.4706728617350264,,a17602a3-54d7-45ed-b6df-32c932af2f63
bernoulli_glm_raw,10⁴,3,NRE-RES,0.81125,0.13178247,4.1231055,,6.034808858235677,10.801849052013551,ded4cad6-3b64-45f9-a2d0-b14427bac6db
gaussian_linear,10⁵,10,SNRE-RES,0.51945,0.0007214546,1.4793923,,102.34825846354168,8.304951992885997,535af4a5-f85f-44c9-9a9d-e07cde682d13
gaussian_mixture,10⁴,1,NRE-MLP,0.8026,0.29878318,1.4675803,,2.603785196940104,10.130402981368103,9b6abc41-d0bf-4794-bb93-90a400893e0c
slcp,10⁴,3,SNRE-RES,0.8809,0.08682430000000001,27.33141,,10.226368204752603,37.24481931610719,a0e60403-2636-40e7-b6e3-d6f8f571b9d1
bernoulli_glm,10⁴,10,SNRE-MLP,0.57085,0.0037941933,14.299553,,16.026491292317708,12.240618409656449,86454bf9-f823-482f-8403-5e82518cd5a9
gaussian_linear,10⁴,7,NRE-RES,0.53425,0.004744053,1.3941768,,5.5414306640625,9.873213688698966,6bcfeeee-b357-482f-889f-72b606c4b9d5
lotka_volterra,10⁵,5,NRE-MLP,0.9961,0.51406926,36.68891,,197.81217447916663,18.99428881035225,a6d1fd85-422e-479f-a701-1910fb813ac1
gaussian_linear_uniform,10⁴,4,NRE-MLP,0.67585,0.021417499,1.5305605,,6.906867472330728,5.372574663266577,c15c4e06-f3bc-4224-815a-dcd0cd6c77a3
sir,10⁴,3,NRE-RES,0.7707,0.20048565,28.965496,,3.8003728230794267,16.832556571410453,5262eaf9-5f40-44ef-b6a6-cce1a0d20e4b
gaussian_linear,10⁵,2,NRE-MLP,0.5254,0.0011857748,1.4001656,,94.70313313802085,8.632824402446621,c1283646-f58f-4518-bbe6-c77e55e0a8d4
sir,10³,5,NRE-RES,0.81505,0.1788683,39.127995,,1.7577824910481772,17.846885323512474,ef427bb7-df4e-43a2-b29c-88147427c2c4
lotka_volterra,10³,7,NRE-RES,0.99975,0.60048544,61.92958,,3.4988629659016928,20.129322699799854,0e44ff43-0c92-4728-af1b-0eb68dd8d86c
two_moons,10⁴,6,SNRE-RES,0.59115,0.020119429,0.08651566,,6.105476888020832,inf,934fba25-cf48-4d92-b986-76d3f786aa2b
sir,10³,6,NRE-RES,0.8179,0.15539438,37.696156,,1.7208348592122396,18.757300755368632,55364d5e-4828-4791-9480-718a04ba401b
bernoulli_glm,10³,9,NRE-RES,0.88015,0.18212521,13.654232,,4.939190165201823,10.870209805577936,678d7b57-62e6-4d1f-86ec-ab01600cf574
sir,10⁵,5,SNRE-MLP,0.51865,0.0006750822,23.086792000000006,,147.160107421875,12.370799952266927,24b7ebd1-8b67-4dc5-9b28-978c6997f559
slcp_distractors,10³,5,NRE-RES,0.96955,0.05431378,898.4171,,2.9299664815266926,,7a8de25e-722a-4ad1-9179-80ee1ce16fe9
bernoulli_glm_raw,10⁴,1,SNRE-RES,0.6503,0.031071186,3.6055512,,15.961454264322915,10.57291487847322,94991d8c-3240-4d01-a7e8-f2e9330068ed
gaussian_linear,10⁵,6,SNRE-RES,0.5085,0.0006704330400000001,1.3157235,,108.88470052083332,8.266945185733137,e5dcb2e3-91e3-434e-86d1-b935d09fa2d4
slcp,10³,3,NRE-RES,0.96865,0.038539052,21.631092,,2.7806973775227863,40.125807501558384,5cd0f8ac-f4dd-44da-8919-399dbe3d817c
slcp_distractors,10⁵,6,NRE-RES,0.96845,0.12849212,344.851,,,,99999999-0004-0000-0000-000000000000
gaussian_linear_uniform,10³,8,NRE-MLP,0.7934,0.11350006,1.7677772,,5.2087153116861975,5.366018210393296,ef9c5828-0681-4dd0-b693-1bf06d35b174
bernoulli_glm,10⁴,1,NRE-MLP,0.83215,0.26829243,13.109045000000002,,7.2612147013346355,10.697290825286164,ec6b3934-d5b9-4497-a38e-054704e8a067
slcp,10⁵,7,NRE-RES,0.95025,0.10107148,29.566277000000003,,135.14217122395834,30.124974057686643,e18d79d2-f2bb-4d25-abfe-d991486a3112
gaussian_linear_uniform,10⁵,1,SNRE-RES,0.53125,0.0013786554,1.3497865,,112.6286865234375,3.865128359628135,2760d0ff-0469-4c0a-bedb-36d7f697dcd6
two_moons,10⁵,4,SNRE-RES,0.57855,0.031563997,0.08577581,,117.83400065104166,inf,ebd6578f-a04c-4dac-b4e2-94794a58ea06
slcp_distractors,10⁴,1,SNRE-RES,0.9898,0.24223375,894.2231400000002,,9.975944010416667,,cd9776fb-28c1-43ec-934d-4ac6f9b7b143
bernoulli_glm_raw,10³,4,NRE-MLP,0.86695,0.108876884,3.8729835,,5.372681172688801,9.703900053538142,a51f46e0-1efc-403c-b3f9-1fc0f9d93471
slcp,10³,7,SNRE-RES,0.9896,0.12026858,26.769176,,7.708336893717448,39.023036912416245,56007874-6efc-4001-8533-ceb1aa78141a
slcp_distractors,10³,10,NRE-RES,0.9685,0.32927728,348.90793,,2.949608866373698,,74ed1f9c-e01f-4282-9f8e-c1bd3fdc4efd
sir,10⁵,10,SNRE-RES,0.6171,0.029747963,21.679483,,82.61475423177083,13.784461898436325,9ec3fffb-1076-4453-93b3-6994fe6abcda
slcp_distractors,10³,10,SNRE-MLP,0.9558,0.22864372,351.02533,,7.035246785481771,,4d77e71b-53c5-42e4-b4e3-19e17d88044e
slcp,10³,2,NRE-MLP,0.97975,0.1990341,20.164629,,2.791573079427083,38.782592191125524,96bce651-4dda-41bc-955b-77e2bf4ad23d
bernoulli_glm_raw,10³,3,NRE-MLP,0.9137,0.27096546,4.472136,,5.718879699707031,9.992422956564745,fae14c4c-a980-4abc-9cf9-a205a4a1896a
